user_id,timestamp,amount,merchant_category,location_risk_score,is_fraud
user_944,2025-05-02 02:29:32.531172,15.6,department_store,0.1,0
user_99,2025-05-02 03:17:22.531172,5.19,department_store,0.1,0
user_81,2025-05-02 03:19:30.531172,24.13,pharmacy,0.3,0
user_650,2025-05-02 03:19:56.531172,35.94,department_store,0.1,0
user_53,2025-05-02 03:19:58.531172,12.65,grocery,0.1,0
user_805,2025-05-02 03:22:22.531172,5.0,grocery,0.1,0
user_774,2025-05-02 03:38:54.531172,96.59,restaurant,0.1,0
user_708,2025-05-02 04:06:35.531172,541.5,online_retail,0.6,0
user_303,2025-05-02 04:21:51.531172,5.0,airline,0.1,0
user_145,2025-05-02 04:52:29.531172,158.75,restaurant,0.6,0
user_143,2025-05-02 04:54:21.531172,5.0,grocery,0.1,0
user_896,2025-05-02 04:57:32.531172,5.0,grocery,0.3,0
user_254,2025-05-02 05:02:47.531172,11.53,restaurant,0.1,0
user_815,2025-05-02 05:13:55.531172,17.06,gas_station,0.1,0
user_8,2025-05-02 05:20:53.531172,5.31,entertainment,0.3,0
user_721,2025-05-02 05:33:28.531172,138.67,department_store,0.1,0
user_776,2025-05-02 05:40:19.531172,15.31,department_store,0.1,0
user_719,2025-05-02 06:50:33.531172,7.24,department_store,0.3,0
user_660,2025-05-02 07:00:13.531172,28.61,department_store,0.1,0
user_107,2025-05-02 07:08:43.531172,17.79,entertainment,0.3,0
user_579,2025-05-02 07:10:17.531172,11.24,gas_station,0.1,0
user_892,2025-05-02 07:35:32.531172,38.63,airline,0.1,0
user_157,2025-05-02 07:50:44.531172,15.47,gas_station,0.1,0
user_107,2025-05-02 08:02:34.531172,14.53,gas_station,0.4,0
user_201,2025-05-02 08:14:03.531172,8.17,gas_station,0.1,0
user_230,2025-05-02 08:23:37.531172,5.0,restaurant,0.1,0
user_291,2025-05-02 08:46:17.531172,57.67,hotel,0.1,0
user_247,2025-05-02 09:12:45.531172,5.0,grocery,0.9,0
user_130,2025-05-02 09:23:45.531172,11.71,grocery,0.1,0
user_549,2025-05-02 09:29:25.531172,42.22,online_retail,0.9,1
user_369,2025-05-02 09:44:20.531172,5.69,online_retail,0.1,0
user_887,2025-05-02 10:08:25.531172,9.91,pharmacy,0.3,0
user_105,2025-05-02 10:22:04.531172,5.0,pharmacy,0.1,0
user_694,2025-05-02 10:43:33.531172,11.05,grocery,0.1,0
user_685,2025-05-02 10:49:34.531172,60.4,grocery,0.1,0
user_272,2025-05-02 10:50:12.531172,51.79,entertainment,0.1,0
user_576,2025-05-02 11:00:22.531172,278.23,entertainment,0.1,0
user_279,2025-05-02 11:10:37.531172,5.0,electronics,0.1,0
user_640,2025-05-02 11:37:50.531172,43.47,grocery,0.4,0
user_814,2025-05-02 11:41:38.531172,33.8,hotel,0.1,0
user_985,2025-05-02 11:43:16.531172,26.65,electronics,0.3,0
user_722,2025-05-02 12:00:00.531172,25.32,grocery,0.1,0
user_869,2025-05-02 12:07:25.531172,7.23,department_store,0.1,0
user_259,2025-05-02 12:13:11.531172,67.75,gas_station,0.7,0
user_933,2025-05-02 12:58:11.531172,24.74,pharmacy,0.3,0
user_873,2025-05-02 14:12:06.531172,63.93,pharmacy,0.7,0
user_349,2025-05-02 14:14:16.531172,10.57,jewelry,0.1,0
user_20,2025-05-02 14:17:40.531172,14.87,online_retail,0.1,0
user_245,2025-05-02 15:35:42.531172,5.0,department_store,0.3,0
user_491,2025-05-02 15:45:16.531172,2000.0,grocery,0.1,0
user_713,2025-05-02 16:07:54.531172,6.39,restaurant,0.3,0
user_621,2025-05-02 16:12:51.531172,34.93,entertainment,0.9,0
user_281,2025-05-02 16:54:14.531172,9.09,online_retail,0.1,0
user_364,2025-05-02 17:11:40.531172,5.0,department_store,0.1,0
user_767,2025-05-02 17:14:15.531172,5.0,restaurant,0.1,0
user_428,2025-05-02 17:22:32.531172,30.73,gas_station,0.1,0
user_292,2025-05-02 17:23:14.531172,5.12,restaurant,0.3,0
user_206,2025-05-02 17:40:25.531172,63.49,car_rental,0.1,0
user_438,2025-05-02 17:44:07.531172,6.01,restaurant,0.1,0
user_523,2025-05-02 17:58:09.531172,63.8,restaurant,0.1,0
user_538,2025-05-02 17:58:58.531172,634.29,grocery,0.7,0
user_914,2025-05-02 17:59:01.531172,10.46,grocery,0.6,0
user_243,2025-05-02 18:03:33.531172,18.39,hotel,0.1,0
user_844,2025-05-02 18:16:44.531172,7.12,pharmacy,0.3,0
user_313,2025-05-02 18:27:59.531172,10.92,online_retail,0.1,0
user_367,2025-05-02 18:31:17.531172,5.54,grocery,0.1,0
user_294,2025-05-02 18:46:08.531172,175.15,electronics,0.1,0
user_347,2025-05-02 18:53:46.531172,17.29,online_retail,0.1,0
user_79,2025-05-02 19:01:58.531172,43.2,gas_station,0.1,0
user_305,2025-05-02 19:14:37.531172,34.75,grocery,0.1,0
user_435,2025-05-02 19:35:02.531172,5.0,department_store,0.1,0
user_82,2025-05-02 19:40:29.531172,9.67,gas_station,0.1,0
user_620,2025-05-02 19:48:37.531172,6.25,grocery,0.1,0
user_491,2025-05-02 19:59:00.531172,5.0,department_store,0.1,0
user_68,2025-05-02 20:09:51.531172,18.25,hotel,0.3,0
user_443,2025-05-02 20:19:27.531172,205.08,restaurant,0.1,0
user_172,2025-05-02 20:20:22.531172,6.34,gas_station,0.1,0
user_68,2025-05-02 20:38:00.531172,20.48,online_retail,0.1,0
user_100,2025-05-02 20:49:57.531172,196.19,grocery,0.3,0
user_192,2025-05-02 20:49:57.531172,27.52,entertainment,0.3,0
user_559,2025-05-02 21:10:36.531172,53.13,grocery,0.1,0
user_309,2025-05-02 21:13:07.531172,7.72,restaurant,0.1,0
user_236,2025-05-02 21:38:42.531172,22.61,department_store,0.3,0
user_624,2025-05-02 21:47:27.531172,9.05,department_store,0.4,0
user_288,2025-05-02 21:52:42.531172,19.24,gas_station,0.7,0
user_250,2025-05-02 22:09:59.531172,45.21,department_store,0.3,0
user_336,2025-05-02 22:12:43.531172,28.52,hotel,0.3,0
user_122,2025-05-02 22:15:13.531172,156.04,online_retail,0.1,0
user_353,2025-05-02 22:23:26.531172,8.48,gas_station,0.6,0
user_988,2025-05-02 22:32:00.531172,5.0,grocery,0.1,0
user_16,2025-05-02 22:33:20.531172,16.24,online_retail,0.3,0
user_845,2025-05-02 22:39:26.531172,6.3,grocery,0.1,0
user_761,2025-05-02 22:41:14.531172,14.39,department_store,0.3,0
user_431,2025-05-02 22:42:11.531172,23.73,pharmacy,0.1,0
user_551,2025-05-02 22:42:46.531172,5.0,restaurant,0.6,0
user_996,2025-05-02 22:44:51.531172,249.54,department_store,0.1,0
user_330,2025-05-02 22:57:04.531172,35.42,online_retail,0.1,0
user_500,2025-05-02 23:16:58.531172,116.77,jewelry,0.6,0
user_617,2025-05-02 23:24:42.531172,86.77,restaurant,0.6,0
user_62,2025-05-03 00:06:41.531172,81.93,jewelry,0.1,0
user_834,2025-05-03 00:20:22.531172,16.52,pharmacy,0.1,0
user_323,2025-05-03 00:27:48.531172,41.42,airline,0.1,0
user_498,2025-05-03 00:29:01.531172,5.0,department_store,0.1,0
user_712,2025-05-03 00:30:02.531172,5.0,hotel,0.1,0
user_399,2025-05-03 00:47:34.531172,10.56,grocery,0.1,0
user_512,2025-05-03 01:13:25.531172,234.49,grocery,0.1,0
user_740,2025-05-03 01:27:46.531172,109.02,online_retail,0.1,0
user_272,2025-05-03 01:29:14.531172,16.15,gas_station,0.1,0
user_639,2025-05-03 01:39:23.531172,13.05,hotel,0.6,0
user_551,2025-05-03 01:41:35.531172,28.1,online_retail,0.3,0
user_793,2025-05-03 01:44:30.531172,21.47,restaurant,0.3,0
user_905,2025-05-03 02:09:29.531172,5.23,department_store,0.3,0
user_2,2025-05-03 02:18:54.531172,21.73,department_store,0.1,0
user_291,2025-05-03 03:02:43.531172,51.17,restaurant,0.6,0
user_337,2025-05-03 03:08:01.531172,29.08,grocery,0.1,0
user_559,2025-05-03 03:29:47.531172,50.95,grocery,0.1,0
user_724,2025-05-03 03:33:14.531172,119.61,entertainment,0.3,0
user_538,2025-05-03 03:54:30.531172,243.3,car_rental,0.1,0
user_185,2025-05-03 04:06:46.531172,5.0,department_store,0.3,0
user_435,2025-05-03 04:18:08.531172,5.13,hotel,0.1,0
user_799,2025-05-03 04:24:22.531172,38.17,restaurant,0.1,0
user_103,2025-05-03 04:43:53.531172,19.78,pharmacy,0.1,0
user_363,2025-05-03 05:19:57.531172,5.0,car_rental,0.1,0
user_722,2025-05-03 05:31:08.531172,2000.0,grocery,0.3,0
user_228,2025-05-03 05:34:52.531172,11.94,gas_station,0.1,0
user_353,2025-05-03 05:41:17.531172,142.15,restaurant,0.3,0
user_42,2025-05-03 06:02:33.531172,5.61,online_retail,0.3,0
user_520,2025-05-03 06:14:29.531172,22.48,entertainment,0.9,1
user_544,2025-05-03 06:18:13.531172,19.16,gas_station,0.1,0
user_75,2025-05-03 06:25:23.531172,93.27,grocery,0.1,0
user_160,2025-05-03 06:43:30.531172,86.77,gas_station,0.1,0
user_291,2025-05-03 07:20:56.531172,14.19,gas_station,0.3,0
user_403,2025-05-03 07:22:03.531172,32.81,online_retail,0.3,0
user_263,2025-05-03 07:31:11.531172,38.04,online_retail,0.1,0
user_849,2025-05-03 07:38:13.531172,27.32,pharmacy,0.1,0
user_968,2025-05-03 08:05:28.531172,12.34,hotel,0.3,0
user_149,2025-05-03 08:42:32.531172,18.72,gas_station,0.1,0
user_157,2025-05-03 09:02:18.531172,10.55,online_retail,0.1,0
user_197,2025-05-03 09:13:13.531172,5.0,gas_station,0.1,0
user_856,2025-05-03 10:14:45.531172,90.47,grocery,0.1,0
user_573,2025-05-03 10:41:34.531172,58.39,gas_station,0.3,0
user_881,2025-05-03 11:13:28.531172,84.43,restaurant,0.3,0
user_553,2025-05-03 11:16:54.531172,118.2,grocery,0.1,0
user_380,2025-05-03 11:16:58.531172,15.46,airline,0.1,0
user_42,2025-05-03 11:24:44.531172,19.89,grocery,0.1,0
user_648,2025-05-03 11:27:09.531172,41.71,car_rental,0.3,0
user_404,2025-05-03 11:44:01.531172,5.0,restaurant,0.1,0
user_540,2025-05-03 11:44:03.531172,58.93,hotel,0.1,0
user_93,2025-05-03 12:04:47.531172,11.22,grocery,0.3,0
user_408,2025-05-03 12:35:17.531172,5.0,restaurant,0.3,0
user_105,2025-05-03 12:41:46.531172,11.89,gas_station,0.6,0
user_764,2025-05-03 12:45:16.531172,722.38,department_store,0.1,0
user_578,2025-05-03 12:54:07.531172,88.95,grocery,0.3,0
user_417,2025-05-03 12:59:58.531172,5.0,restaurant,0.3,0
user_215,2025-05-03 13:18:09.531172,65.19,online_retail,0.1,0
user_259,2025-05-03 13:28:18.531172,25.07,grocery,0.1,0
user_301,2025-05-03 14:01:19.531172,187.77,grocery,0.1,0
user_363,2025-05-03 14:18:13.531172,9.03,gas_station,0.3,0
user_10,2025-05-03 14:39:41.531172,43.69,electronics,0.1,0
user_134,2025-05-03 14:48:48.531172,9.8,grocery,0.6,0
user_617,2025-05-03 14:52:10.531172,98.68,restaurant,0.3,0
user_42,2025-05-03 14:53:35.531172,54.98,gas_station,0.1,0
user_436,2025-05-03 14:56:40.531172,251.11,restaurant,0.6,0
user_858,2025-05-03 15:05:29.531172,7.23,restaurant,0.3,0
user_58,2025-05-03 15:05:48.531172,26.22,department_store,0.3,0
user_99,2025-05-03 15:09:10.531172,1668.7,jewelry,0.7,1
user_612,2025-05-03 15:21:42.531172,21.09,grocery,0.1,0
user_227,2025-05-03 15:36:51.531172,13.73,hotel,0.1,0
user_520,2025-05-03 15:57:29.531172,21.83,grocery,0.1,0
user_175,2025-05-03 16:09:45.531172,80.2,gas_station,0.1,0
user_971,2025-05-03 16:16:25.531172,19.28,online_retail,0.3,0
user_360,2025-05-03 16:17:05.531172,31.02,online_retail,0.3,0
user_213,2025-05-03 16:32:27.531172,25.73,airline,0.6,0
user_352,2025-05-03 17:18:13.531172,5.0,grocery,0.3,0
user_547,2025-05-03 17:19:55.531172,10.62,grocery,0.1,0
user_104,2025-05-03 17:23:04.531172,10.41,car_rental,0.1,0
user_470,2025-05-03 17:52:08.531172,5.0,restaurant,0.4,0
user_880,2025-05-03 18:18:51.531172,5.0,gas_station,0.1,0
user_873,2025-05-03 18:25:43.531172,38.48,restaurant,0.1,0
user_862,2025-05-03 18:29:41.531172,5.55,gas_station,0.3,0
user_780,2025-05-03 18:52:43.531172,129.91,department_store,0.1,0
user_65,2025-05-03 18:58:05.531172,5.56,hotel,0.3,0
user_631,2025-05-03 18:58:44.531172,73.61,department_store,0.1,0
user_388,2025-05-03 19:01:31.531172,5.0,gas_station,0.1,0
user_453,2025-05-03 19:08:02.531172,60.24,department_store,0.3,0
user_715,2025-05-03 19:30:08.531172,6.02,grocery,0.1,0
user_590,2025-05-03 20:02:56.531172,5.0,online_retail,0.3,0
user_534,2025-05-03 20:04:28.531172,40.98,gas_station,0.1,0
user_736,2025-05-03 20:19:09.531172,342.44,gas_station,0.1,0
user_358,2025-05-03 20:26:11.531172,6.16,grocery,0.1,0
user_420,2025-05-03 20:41:51.531172,46.34,electronics,0.9,1
user_878,2025-05-03 20:47:35.531172,266.3,restaurant,0.6,0
user_625,2025-05-03 20:49:50.531172,128.22,car_rental,0.3,0
user_805,2025-05-03 21:12:00.531172,46.43,airline,0.3,0
user_516,2025-05-03 21:15:22.531172,29.46,department_store,0.1,0
user_920,2025-05-03 21:44:05.531172,81.4,pharmacy,0.3,0
user_265,2025-05-03 22:18:28.531172,12.03,airline,0.1,0
user_93,2025-05-03 22:30:17.531172,29.16,grocery,0.1,0
user_408,2025-05-03 22:31:17.531172,5.0,restaurant,0.3,0
user_605,2025-05-03 22:38:06.531172,12.27,gas_station,0.1,0
user_993,2025-05-03 22:49:51.531172,75.39,online_retail,0.1,0
user_800,2025-05-03 22:58:36.531172,39.44,car_rental,0.6,0
user_122,2025-05-03 23:08:20.531172,21.55,gas_station,0.3,0
user_731,2025-05-03 23:09:05.531172,5.0,online_retail,0.1,0
user_737,2025-05-03 23:20:23.531172,13.23,grocery,0.1,0
user_746,2025-05-03 23:54:48.531172,5.0,restaurant,0.1,0
user_234,2025-05-04 00:27:26.531172,5.0,gas_station,0.1,0
user_75,2025-05-04 00:45:17.531172,5.0,gas_station,0.3,0
user_140,2025-05-04 01:54:07.531172,9.13,airline,0.3,0
user_239,2025-05-04 01:55:08.531172,22.02,online_retail,0.1,0
user_238,2025-05-04 02:29:11.531172,12.6,pharmacy,0.1,0
user_801,2025-05-04 02:49:04.531172,20.02,gas_station,0.1,0
user_579,2025-05-04 02:55:49.531172,8.73,entertainment,0.3,0
user_24,2025-05-04 03:00:54.531172,15.28,entertainment,0.6,0
user_464,2025-05-04 03:06:26.531172,9.95,online_retail,0.9,1
user_576,2025-05-04 03:11:18.531172,79.01,restaurant,0.1,0
user_693,2025-05-04 03:30:07.531172,85.72,airline,0.1,0
user_521,2025-05-04 03:31:43.531172,14.0,pharmacy,0.6,0
user_886,2025-05-04 03:40:54.531172,30.66,restaurant,0.3,0
user_935,2025-05-04 03:41:39.531172,9.3,grocery,0.1,0
user_234,2025-05-04 03:42:51.531172,51.85,gas_station,0.6,0
user_475,2025-05-04 04:10:40.531172,110.23,gas_station,0.1,0
user_384,2025-05-04 04:13:15.531172,119.8,gas_station,0.3,0
user_739,2025-05-04 04:14:34.531172,6.54,restaurant,0.1,0
user_982,2025-05-04 04:19:10.531172,6.07,restaurant,0.6,0
user_318,2025-05-04 04:27:30.531172,297.83,entertainment,0.1,0
user_96,2025-05-04 04:35:53.531172,116.71,jewelry,0.1,0
user_558,2025-05-04 04:51:06.531172,16.77,electronics,0.1,0
user_282,2025-05-04 04:55:51.531172,20.12,entertainment,0.3,0
user_306,2025-05-04 04:59:09.531172,60.22,gas_station,0.1,0
user_926,2025-05-04 05:27:20.531172,6.66,department_store,0.3,0
user_663,2025-05-04 05:33:24.531172,25.35,hotel,0.3,0
user_520,2025-05-04 05:52:00.531172,67.72,online_retail,0.3,0
user_870,2025-05-04 06:05:55.531172,104.04,department_store,0.3,0
user_348,2025-05-04 06:26:20.531172,11.21,pharmacy,0.1,0
user_293,2025-05-04 06:27:10.531172,7.78,grocery,0.1,0
user_704,2025-05-04 06:39:13.531172,16.84,entertainment,0.3,0
user_990,2025-05-04 06:43:41.531172,7.96,gas_station,0.4,0
user_756,2025-05-04 06:45:32.531172,26.86,car_rental,0.1,0
user_544,2025-05-04 06:51:38.531172,5.2,airline,0.1,0
user_818,2025-05-04 07:04:46.531172,10.41,grocery,0.1,0
user_554,2025-05-04 07:16:08.531172,8.2,hotel,0.6,0
user_455,2025-05-04 07:19:51.531172,21.44,online_retail,0.1,0
user_257,2025-05-04 07:50:52.531172,83.28,online_retail,0.3,0
user_588,2025-05-04 07:59:47.531172,5.0,grocery,0.1,0
user_284,2025-05-04 08:18:52.531172,17.9,department_store,0.1,0
user_447,2025-05-04 08:25:16.531172,32.33,restaurant,0.1,0
user_705,2025-05-04 08:57:52.531172,8.36,gas_station,0.1,0
user_25,2025-05-04 09:11:56.531172,57.25,department_store,0.3,0
user_789,2025-05-04 09:17:53.531172,19.84,online_retail,0.4,0
user_267,2025-05-04 09:26:52.531172,98.06,department_store,0.3,0
user_234,2025-05-04 09:47:03.531172,8.29,department_store,0.1,0
user_304,2025-05-04 11:04:55.531172,17.28,gas_station,0.1,0
user_295,2025-05-04 11:05:21.531172,68.5,pharmacy,0.1,0
user_604,2025-05-04 11:09:03.531172,20.14,department_store,0.1,0
user_527,2025-05-04 11:14:51.531172,5.33,restaurant,0.1,0
user_949,2025-05-04 11:41:02.531172,46.15,jewelry,0.1,0
user_995,2025-05-04 11:42:56.531172,12.96,restaurant,0.1,0
user_334,2025-05-04 11:46:42.531172,16.5,pharmacy,0.1,0
user_877,2025-05-04 12:12:18.531172,20.41,pharmacy,0.3,0
user_503,2025-05-04 12:36:31.531172,951.46,electronics,0.4,0
user_807,2025-05-04 12:42:37.531172,8.94,pharmacy,0.1,0
user_352,2025-05-04 12:47:38.531172,104.19,online_retail,0.1,0
user_119,2025-05-04 13:13:43.531172,171.87,department_store,0.1,0
user_642,2025-05-04 13:56:03.531172,5.0,restaurant,0.3,0
user_834,2025-05-04 14:04:00.531172,24.37,department_store,0.1,0
user_94,2025-05-04 14:26:25.531172,13.89,restaurant,0.3,0
user_58,2025-05-04 14:43:42.531172,85.21,department_store,0.1,0
user_440,2025-05-04 15:44:58.531172,11.81,pharmacy,0.3,0
user_844,2025-05-04 16:09:49.531172,5.0,gas_station,0.1,0
user_876,2025-05-04 16:15:10.531172,5.0,gas_station,0.3,0
user_56,2025-05-04 16:37:18.531172,7.29,electronics,0.1,0
user_719,2025-05-04 16:47:01.531172,13.48,hotel,0.1,0
user_338,2025-05-04 16:59:24.531172,6.97,department_store,0.1,0
user_334,2025-05-04 17:05:38.531172,18.61,grocery,0.1,0
user_361,2025-05-04 17:21:37.531172,21.31,grocery,0.1,0
user_677,2025-05-04 17:45:13.531172,11.97,pharmacy,0.1,0
user_511,2025-05-04 18:16:58.531172,13.28,gas_station,0.1,0
user_510,2025-05-04 18:51:41.531172,5.0,department_store,0.4,0
user_628,2025-05-04 19:04:12.531172,68.92,online_retail,0.1,0
user_448,2025-05-04 19:12:20.531172,5.0,department_store,0.1,0
user_743,2025-05-04 19:19:07.531172,9.98,pharmacy,0.1,0
user_660,2025-05-04 19:39:01.531172,25.11,restaurant,0.7,0
user_396,2025-05-04 19:40:10.531172,7.84,restaurant,0.3,0
user_649,2025-05-04 20:16:23.531172,23.49,grocery,0.1,0
user_944,2025-05-04 20:22:40.531172,1641.08,airline,0.6,0
user_779,2025-05-04 20:31:20.531172,49.69,grocery,0.1,0
user_716,2025-05-04 20:50:24.531172,41.14,airline,0.3,0
user_163,2025-05-04 20:55:04.531172,5.0,gas_station,0.1,0
user_457,2025-05-04 20:57:42.531172,26.57,restaurant,0.3,0
user_448,2025-05-04 21:56:33.531172,114.82,restaurant,0.1,0
user_611,2025-05-04 22:01:56.531172,8.8,gas_station,0.1,0
user_588,2025-05-04 22:07:12.531172,55.72,restaurant,0.1,0
user_822,2025-05-04 22:22:17.531172,7.07,online_retail,0.1,0
user_124,2025-05-04 22:33:28.531172,24.97,grocery,0.1,0
user_760,2025-05-04 22:35:54.531172,13.08,entertainment,0.6,0
user_785,2025-05-04 22:48:07.531172,44.53,restaurant,0.7,0
user_58,2025-05-04 23:03:34.531172,25.66,gas_station,0.3,0
user_921,2025-05-04 23:07:07.531172,5.0,online_retail,0.1,0
user_224,2025-05-04 23:08:49.531172,8.16,department_store,0.1,0
user_876,2025-05-04 23:26:59.531172,111.52,gas_station,0.3,0
user_9,2025-05-04 23:29:44.531172,17.28,gas_station,0.1,0
user_397,2025-05-04 23:31:22.531172,12.67,entertainment,0.1,0
user_654,2025-05-04 23:33:22.531172,5.0,department_store,0.3,0
user_256,2025-05-04 23:55:24.531172,36.92,jewelry,0.3,0
user_25,2025-05-04 23:55:54.531172,43.86,pharmacy,0.3,0
user_891,2025-05-04 23:56:02.531172,33.45,grocery,0.1,0
user_421,2025-05-05 00:11:53.531172,32.55,airline,0.4,0
user_704,2025-05-05 00:55:28.531172,74.21,department_store,0.1,0
user_838,2025-05-05 01:04:40.531172,18.91,hotel,0.1,0
user_279,2025-05-05 01:21:41.531172,8.08,department_store,0.3,0
user_649,2025-05-05 01:39:45.531172,255.51,hotel,0.1,0
user_297,2025-05-05 02:38:37.531172,7.17,gas_station,0.1,0
user_450,2025-05-05 03:03:28.531172,41.22,department_store,0.6,0
user_293,2025-05-05 03:25:02.531172,34.72,hotel,0.1,0
user_339,2025-05-05 03:26:40.531172,353.33,online_retail,0.1,0
user_254,2025-05-05 03:43:00.531172,6.72,grocery,0.1,0
user_746,2025-05-05 03:43:43.531172,15.19,gas_station,0.6,0
user_311,2025-05-05 03:56:32.531172,33.16,pharmacy,0.1,0
user_954,2025-05-05 04:13:40.531172,7.0,hotel,0.1,0
user_704,2025-05-05 04:16:16.531172,4966.23,jewelry,0.7,1
user_840,2025-05-05 04:25:45.531172,53.65,restaurant,0.1,0
user_90,2025-05-05 05:02:50.531172,17.31,gas_station,0.1,0
user_917,2025-05-05 05:17:46.531172,63.2,restaurant,0.3,0
user_775,2025-05-05 05:40:13.531172,43.26,grocery,0.1,0
user_393,2025-05-05 05:48:43.531172,5.0,entertainment,0.1,0
user_383,2025-05-05 06:24:37.531172,5.0,grocery,0.3,0
user_69,2025-05-05 06:55:00.531172,81.43,grocery,0.4,0
user_144,2025-05-05 07:01:24.531172,6.6,hotel,0.3,0
user_348,2025-05-05 07:09:15.531172,5.0,grocery,0.1,0
user_974,2025-05-05 07:11:24.531172,5.0,online_retail,0.3,0
user_711,2025-05-05 07:17:14.531172,154.88,airline,0.3,0
user_718,2025-05-05 07:23:02.531172,26.53,grocery,0.6,0
user_310,2025-05-05 07:24:17.531172,5.0,grocery,0.1,0
user_152,2025-05-05 07:33:14.531172,23.11,grocery,0.7,0
user_710,2025-05-05 07:37:57.531172,12.82,restaurant,0.1,0
user_870,2025-05-05 07:48:42.531172,5.0,online_retail,0.3,0
user_888,2025-05-05 07:49:03.531172,21.02,grocery,0.9,0
user_317,2025-05-05 07:51:04.531172,7.33,pharmacy,0.1,0
user_393,2025-05-05 07:54:38.531172,22.31,grocery,0.1,0
user_701,2025-05-05 08:06:15.531172,5.0,restaurant,0.3,0
user_181,2025-05-05 08:12:42.531172,60.21,department_store,0.1,0
user_815,2025-05-05 08:21:56.531172,38.97,online_retail,0.1,0
user_948,2025-05-05 08:38:44.531172,17.96,grocery,0.1,0
user_749,2025-05-05 08:40:30.531172,39.76,restaurant,0.1,0
user_329,2025-05-05 09:02:03.531172,7.23,grocery,0.1,0
user_80,2025-05-05 09:12:29.531172,13.14,entertainment,0.4,0
user_46,2025-05-05 09:29:29.531172,17.7,electronics,0.3,0
user_101,2025-05-05 09:32:00.531172,10.52,pharmacy,0.1,0
user_737,2025-05-05 10:29:35.531172,153.42,online_retail,0.6,0
user_305,2025-05-05 10:32:07.531172,7.81,grocery,0.6,0
user_899,2025-05-05 10:45:15.531172,10.63,restaurant,0.6,0
user_506,2025-05-05 11:18:16.531172,42.69,grocery,0.3,0
user_393,2025-05-05 11:27:55.531172,5.71,restaurant,0.6,0
user_39,2025-05-05 11:44:13.531172,11.44,grocery,0.3,0
user_543,2025-05-05 11:58:42.531172,33.12,entertainment,0.1,0
user_60,2025-05-05 11:59:04.531172,5.0,gas_station,0.1,0
user_547,2025-05-05 12:05:35.531172,20.85,airline,0.3,0
user_947,2025-05-05 12:07:00.531172,5.0,hotel,0.1,0
user_381,2025-05-05 12:10:32.531172,5.0,pharmacy,0.1,0
user_485,2025-05-05 12:25:29.531172,466.03,restaurant,0.1,0
user_608,2025-05-05 12:43:06.531172,49.37,restaurant,0.1,0
user_157,2025-05-05 12:51:28.531172,22.71,restaurant,0.6,0
user_343,2025-05-05 13:03:44.531172,32.04,gas_station,0.6,0
user_273,2025-05-05 13:22:31.531172,16.31,department_store,0.3,0
user_636,2025-05-05 13:25:14.531172,5.7,car_rental,0.1,0
user_715,2025-05-05 13:27:54.531172,34.03,grocery,0.1,0
user_679,2025-05-05 13:38:25.531172,321.12,grocery,0.1,0
user_303,2025-05-05 14:03:48.531172,8.69,department_store,0.1,0
user_642,2025-05-05 14:29:27.531172,7.88,hotel,0.1,0
user_369,2025-05-05 14:30:58.531172,18.57,grocery,0.3,0
user_601,2025-05-05 14:34:31.531172,5.0,entertainment,0.3,0
user_813,2025-05-05 14:42:46.531172,439.97,entertainment,0.7,0
user_161,2025-05-05 15:56:02.531172,144.95,restaurant,0.3,0
user_748,2025-05-05 16:20:02.531172,82.07,entertainment,0.1,0
user_183,2025-05-05 16:26:06.531172,23.26,gas_station,0.6,0
user_777,2025-05-05 17:00:11.531172,6.19,car_rental,0.1,0
user_578,2025-05-05 17:20:54.531172,5.0,grocery,0.1,0
user_508,2025-05-05 17:26:24.531172,5.44,car_rental,0.1,0
user_541,2025-05-05 17:28:04.531172,5.0,pharmacy,0.1,0
user_113,2025-05-05 17:33:32.531172,124.62,online_retail,0.1,0
user_362,2025-05-05 17:33:47.531172,6.85,jewelry,0.3,0
user_674,2025-05-05 17:50:14.531172,58.08,restaurant,0.1,0
user_990,2025-05-05 17:56:46.531172,26.36,online_retail,0.1,0
user_700,2025-05-05 18:10:54.531172,5.0,grocery,0.4,0
user_329,2025-05-05 18:19:35.531172,44.28,online_retail,0.6,0
user_554,2025-05-05 18:20:57.531172,13.86,entertainment,0.1,0
user_485,2025-05-05 18:30:15.531172,28.73,gas_station,0.1,0
user_710,2025-05-05 18:41:12.531172,8.17,grocery,0.3,0
user_116,2025-05-05 18:46:08.531172,38.83,grocery,0.1,0
user_673,2025-05-05 18:56:04.531172,66.48,grocery,0.1,0
user_88,2025-05-05 19:24:29.531172,5.61,online_retail,0.3,0
user_590,2025-05-05 19:30:24.531172,16.52,department_store,0.6,0
user_690,2025-05-05 19:52:13.531172,15.16,gas_station,0.3,0
user_327,2025-05-05 20:17:52.531172,5.0,restaurant,0.1,0
user_666,2025-05-05 20:23:47.531172,8.05,pharmacy,0.1,0
user_768,2025-05-05 20:26:07.531172,11.04,online_retail,0.3,0
user_441,2025-05-05 20:30:54.531172,5.0,restaurant,0.1,0
user_32,2025-05-05 20:45:51.531172,12.99,pharmacy,0.3,0
user_589,2025-05-05 20:45:52.531172,26.13,department_store,0.1,0
user_311,2025-05-05 20:57:28.531172,27.96,online_retail,0.6,0
user_351,2025-05-05 21:29:19.531172,74.53,car_rental,0.1,0
user_253,2025-05-05 21:38:34.531172,13.96,restaurant,0.3,0
